740,740,740,740,740,740,0,0,0,0,0,0,0,593,593,593,618,618,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,1276,1276,1276,1456,1456,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
740,740,740,740,740,740,0,0,0,0,0,0,0,593,593,593,618,618,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,1276,1276,1276,1456,1456,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
740,740,740,740,740,740,0,0,0,0,0,0,0,593,593,593,618,618,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,1276,1276,1276,1456,1456,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
740,740,740,740,740,740,0,0,0,0,0,0,0,593,593,593,618,618,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,1276,1276,1276,1456,1456,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,3374,3374,3374,3374,3374,3374,3374,0,0,0,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,3374,3374,3374,3374,3374,3374,3374,0,0,0,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,3374,3374,3374,3374,3374,3374,3374,0,0,0,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,3374,3374,3374,3374,3374,3374,3374,0,0,0,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,3374,3374,3374,3374,3374,3374,3374,0,0,0,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1055,1055,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1326,1326,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1055,1055,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1326,1326,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1055,1055,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1326,1326,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1055,1055,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1326,1326,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1055,1055,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1326,1326,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,2392,2392,2392,2417,2417,1387,1387,1387,1387,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,2508,2508,2508,2508,2688,2688,1542,1542,1542,1542,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,0,0,0,0,0,0,1005,1005,1005,1005,1005,
0,0,0,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,2392,2392,2392,2417,2417,1387,1387,1387,1387,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,2508,2508,2508,2508,2688,2688,1542,1542,1542,1542,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,0,0,0,0,0,0,1005,1005,1005,1005,1005,
0,0,0,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,2392,2392,2392,2417,2417,1387,1387,1387,1387,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,2508,2508,2508,2508,2688,2688,1542,1542,1542,1542,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,0,0,0,0,0,0,1005,1005,1005,1005,1005,
0,0,0,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,2392,2392,2392,2417,2417,1387,1387,1387,1387,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,2508,2508,2508,2508,2688,2688,1542,1542,1542,1542,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,0,0,0,0,0,0,1005,1005,1005,1005,1005,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1055,1055,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1326,1326,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1055,1055,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1326,1326,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1055,1055,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1326,1326,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1055,1055,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1326,1326,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1055,1055,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1326,1326,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1055,1055,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1326,1326,180,180,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1030,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1146,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1030,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1146,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1030,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1146,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1030,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1146,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1030,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1146,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1083,1083,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1341,1341,195,195,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1083,1083,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1341,1341,195,195,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,1030,1083,1083,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1146,1146,1146,1341,1341,195,195,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
